Filename,Center_X,Center_Y,Average_R,Average_G,Average_B
date_28-5-2024_13.0.11_1.png,232,207,249.34,206.48,232.34
date_29-4-2024_10.5.58_1.png,351,194,226.81,125.19,170.61
date_29-4-2024_13.0.11_1.png,352,191,251.12,228.0,245.3
date_29-4-2024_15.0.11_1.png,352,192,251.07,213.61,238.79
date_29-5-2024_10.0.11_1.png,232,205,253.74,225.34,246.56
date_29-5-2024_13.0.10_1.png,232,205,252.89,187.94,218.72
date_29-5-2024_15.0.11_1.png,232,206,240.23,150.77,193.84
date_3-5-2024_10.0.11_1.png,356,189,241.2,179.68,211.32
date_3-5-2024_13.0.10_1.png,356,191,241.13,189.9,214.98
date_3-5-2024_15.0.11_1.png,355,190,249.66,195.19,221.59
date_3-6-2024_10.0.11_1.png,242,208,241.81,171.89,204.34
date_30-4-2024_10.0.10_1.png,351,192,240.2,160.72,195.06
date_30-4-2024_13.0.10_1.png,353,190,243.96,160.81,196.89
date_30-4-2024_15.0.11_1.png,353,190,250.56,191.6,221.3
date_30-5-2024_10.0.11_1.png,234,206,250.36,210.56,235.99
date_30-5-2024_13.0.10_1.png,232,206,253.63,210.84,236.36
date_30-5-2024_15.0.10_1.png,233,205,251.68,217.94,241.18
date_31-5-2024_10.0.11_1.png,237,212,246.75,202.5,228.58
date_31-5-2024_13.0.10_1.png,236,209,245.89,210.7,233.86
date_31-5-2024_15.0.11_1.png,236,211,249.81,208.7,234.3
date_4-5-2024_13.0.11_1.png,355,197,236.87,148.64,186.48
date_4-5-2024_15.0.11_1.png,355,191,217.45,117.57,160.37
date_6-6-2024_11.29.55_1.png,259,222,252.38,205.37,233.21
date_7-5-2024_10.0.11_1.png,358,188,250.43,204.01,230.8
date_7-5-2024_13.0.6_1.png,357,189,252.1,225.33,245.27
date_7-5-2024_15.0.6_1.png,357,189,247.87,190.92,221.08
date_8-5-2024_10.0.10_1.png,357,189,249.58,199.69,225.97
date_8-5-2024_13.0.6_1.png,356,188,251.87,216.89,237.51
date_8-5-2024_15.0.7_1.png,356,190,251.16,192.91,220.72
date_9-5-2024_10.0.11_1.png,357,191,250.6,201.02,226.86
date_9-5-2024_13.0.6_1.png,356,192,251.81,219.99,239.25
date_9-5-2024_15.0.7_1.png,358,197,251.55,204.08,230.12
