Filename,Center_X,Center_Y,Average_R,Average_G,Average_B
date_3-6-2024_13.0.11_1.png,337,261,251.83,217.1,243.96
date_3-6-2024_15.0.10_1.png,336,257,250.75,203.82,234.22
date_30-4-2024_13.0.11_1.png,264,217,244.91,163.41,206.55
date_30-4-2024_15.0.11_1.png,263,217,246.8,173.32,213.36
date_30-5-2024_10.0.11_1.png,345,259,252.36,219.95,246.31
date_30-5-2024_13.0.11_1.png,344,258,251.17,209.47,235.6
date_30-5-2024_15.0.11_1.png,343,258,251.45,219.11,244.47
date_31-5-2024_10.0.11_1.png,335,260,251.47,207.02,236.32
date_31-5-2024_13.0.11_1.png,334,259,251.19,217.45,240.99
date_31-5-2024_15.0.10_1.png,334,258,251.01,202.62,229.82
date_4-5-2024_13.0.10_1.png,261,211,244.19,155.64,201.08
date_4-5-2024_15.0.11_1.png,263,210,229.26,133.56,182.42
date_4-6-2024_13.0.11_1.png,336,257,249.97,185.4,221.04
date_4-6-2024_15.0.11_1.png,330,243,208.15,185.91,247.35
date_5-5-2024_10.0.10_1.png,260,201,214.59,111.09,162.23
date_5-5-2024_13.0.11_1.png,261,196,229.7,129.32,178.38
date_5-5-2024_15.0.10_1.png,260,200,225.72,127.13,175.9
date_5-6-2024_10.0.10_1.png,339,258,251.46,209.69,238.25
date_5-6-2024_13.0.10_1.png,337,254,251.79,216.89,241.85
date_5-6-2024_15.0.11_1.png,338,256,251.38,208.93,236.39
date_6-5-2024_10.0.10_1.png,260,190,252.7,213.47,243.82
date_6-5-2024_13.0.11_1.png,257,185,238.8,164.11,207.75
date_6-5-2024_15.0.11_1.png,260,204,251.31,212.05,242.03
date_6-6-2024_10.0.11_1.png,339,258,251.99,214.66,241.58
date_6-6-2024_13.0.10_1.png,339,255,251.13,209.82,251.5
date_7-5-2024_10.0.11_1.png,262,204,251.14,208.05,238.97
date_7-5-2024_13.0.10_1.png,261,201,250.92,223.81,248.6
date_7-5-2024_15.0.11_1.png,260,203,233.95,146.35,194.63
date_8-5-2024_10.0.11_1.png,263,204,250.35,205.98,236.04
date_8-5-2024_13.0.11_1.png,262,201,247.5,183.19,248.18
date_8-5-2024_15.0.7_1.png,262,202,250.05,215.01,242.49
date_9-5-2024_10.0.10_1.png,263,201,250.77,205.4,235.92
date_9-5-2024_13.0.11_1.png,263,203,249.67,215.89,241.06
date_9-5-2024_15.0.11_1.png,264,203,250.63,211.65,239.85
