Filename,Center_X,Center_Y,Width,Height
date_1-6-2024_10.0.11_1.png,357,303,5,5
date_1-6-2024_10.0.11_1.png,973,259,5,5
date_16-5-2024_10.0.10_1.png,946,261,5,5
date_16-5-2024_10.0.10_1.png,332,304,5,5
date_5-5-2024_15.0.10_1.png,285,247,5,5
date_5-5-2024_15.0.10_1.png,900,200,5,5
date_4-5-2024_15.0.11_1.png,903,210,5,5
date_4-5-2024_15.0.11_1.png,287,256,5,5
date_12-5-2024_10.0.11_1.png,391,303,5,5
date_12-5-2024_10.0.11_1.png,1006,260,5,5
date_13-5-2024_10.0.10_1.png,388,306,5,5
date_13-5-2024_10.0.10_1.png,1003,263,5,5
date_5-6-2024_10.0.10_1.png,363,300,5,5
date_5-6-2024_10.0.10_1.png,979,258,5,5
date_23-5-2024_13.0.11_1.png,948,259,5,5
date_23-5-2024_13.0.11_1.png,332,302,5,5
date_1-5-2024_15.0.11_1.png,902,206,5,5
date_1-5-2024_15.0.11_1.png,286,251,5,5
date_8-5-2024_15.0.7_1.png,902,202,5,5
date_8-5-2024_15.0.7_1.png,287,246,5,5
date_2-6-2024_13.0.11_1.png,356,299,5,5
date_2-6-2024_13.0.11_1.png,973,256,5,5
date_15-5-2024_13.0.10_1.png,331,300,5,5
date_15-5-2024_13.0.10_1.png,948,255,5,5
date_29-5-2024_13.0.11_1.png,984,259,5,5
date_29-5-2024_13.0.11_1.png,367,302,5,5
date_6-6-2024_13.0.10_1.png,364,299,5,5
date_6-6-2024_13.0.10_1.png,979,255,5,5
date_24-5-2024_15.0.10_1.png,366,300,5,5
date_24-5-2024_15.0.10_1.png,983,257,5,5
date_19-5-2024_15.0.10_1.png,333,302,5,5
date_19-5-2024_15.0.10_1.png,949,259,5,5
date_2-5-2024_13.0.11_1.png,903,210,5,5
date_2-5-2024_13.0.11_1.png,288,255,5,5
date_5-5-2024_10.0.10_1.png,900,201,5,5
date_5-5-2024_10.0.10_1.png,286,247,5,5
date_1-6-2024_15.0.11_1.png,358,301,5,5
date_1-6-2024_15.0.11_1.png,974,258,5,5
date_31-5-2024_13.0.11_1.png,358,301,5,5
date_31-5-2024_13.0.11_1.png,974,259,5,5
date_17-5-2024_15.0.11_1.png,330,305,5,5
date_17-5-2024_15.0.11_1.png,945,262,5,5
date_8-5-2024_13.0.11_1.png,902,201,5,5
date_8-5-2024_13.0.11_1.png,288,245,5,5
date_1-5-2024_10.0.11_1.png,903,212,5,5
date_1-5-2024_10.0.11_1.png,288,257,5,5
date_4-6-2024_15.0.11_1.png,970,243,5,5
date_4-6-2024_15.0.11_1.png,355,286,5,5
date_14-5-2024_13.0.10_1.png,947,259,5,5
date_14-5-2024_13.0.10_1.png,331,304,5,5
date_3-6-2024_13.0.11_1.png,362,304,5,5
date_3-6-2024_13.0.11_1.png,977,261,5,5
date_25-5-2024_10.0.10_1.png,363,290,5,5
date_25-5-2024_10.0.10_1.png,979,246,5,5
date_24-5-2024_10.0.11_1.png,368,301,5,5
date_24-5-2024_10.0.11_1.png,983,257,5,5
date_19-5-2024_10.0.11_1.png,950,260,5,5
date_19-5-2024_10.0.11_1.png,334,304,5,5
date_18-5-2024_10.0.10_1.png,949,261,5,5
date_18-5-2024_10.0.10_1.png,333,304,5,5
date_10-5-2024_13.0.11_1.png,392,304,5,5
date_10-5-2024_13.0.11_1.png,1008,261,5,5
date_11-5-2024_13.0.10_1.png,391,305,5,5
date_11-5-2024_13.0.10_1.png,1006,261,5,5
date_21-5-2024_10.0.11_1.png,331,301,5,5
date_21-5-2024_10.0.11_1.png,948,256,5,5
date_20-5-2024_10.0.10_1.png,335,307,5,5
date_20-5-2024_10.0.10_1.png,950,262,5,5
date_28-5-2024_13.0.11_1.png,983,260,5,5
date_28-5-2024_13.0.11_1.png,367,303,5,5
date_27-5-2024_13.0.11_1.png,368,301,5,5
date_27-5-2024_13.0.11_1.png,984,258,5,5
date_30-4-2024_15.0.11_1.png,288,262,5,5
date_30-4-2024_15.0.11_1.png,903,217,5,5
date_26-5-2024_13.0.10_1.png,368,302,5,5
date_26-5-2024_13.0.10_1.png,984,258,5,5
date_17-5-2024_10.0.10_1.png,334,307,5,5
date_17-5-2024_10.0.10_1.png,950,262,5,5
date_22-5-2024_13.0.11_1.png,333,307,5,5
date_22-5-2024_13.0.11_1.png,949,264,5,5
date_16-5-2024_15.0.11_1.png,330,304,5,5
date_16-5-2024_15.0.11_1.png,946,260,5,5
date_30-5-2024_13.0.11_1.png,368,300,5,5
date_30-5-2024_13.0.11_1.png,984,258,5,5
date_5-6-2024_15.0.11_1.png,362,299,5,5
date_5-6-2024_15.0.11_1.png,978,256,5,5
date_9-5-2024_13.0.11_1.png,903,203,5,5
date_9-5-2024_13.0.11_1.png,290,247,5,5
date_6-5-2024_13.0.11_1.png,280,233,5,5
date_6-5-2024_13.0.11_1.png,897,185,5,5
date_7-5-2024_13.0.10_1.png,901,201,5,5
date_7-5-2024_13.0.10_1.png,285,245,5,5
date_25-5-2024_15.0.10_1.png,366,300,5,5
date_25-5-2024_15.0.10_1.png,982,258,5,5
date_20-5-2024_15.0.10_1.png,950,261,5,5
date_20-5-2024_15.0.10_1.png,334,304,5,5
date_3-5-2024_13.0.11_1.png,903,202,5,5
date_3-5-2024_13.0.11_1.png,288,248,5,5
date_18-5-2024_15.0.10_1.png,334,304,5,5
date_18-5-2024_15.0.10_1.png,950,262,5,5
date_22-5-2024_15.0.11_1.png,333,306,5,5
date_22-5-2024_15.0.11_1.png,949,262,5,5
date_1-5-2024_13.0.10_1.png,903,210,5,5
date_1-5-2024_13.0.10_1.png,287,254,5,5
date_30-4-2024_13.0.11_1.png,288,262,5,5
date_30-4-2024_13.0.11_1.png,904,217,5,5
date_4-5-2024_13.0.10_1.png,901,211,5,5
date_4-5-2024_13.0.10_1.png,286,255,5,5
date_5-5-2024_13.0.11_1.png,901,196,5,5
date_5-5-2024_13.0.11_1.png,285,241,5,5
date_27-5-2024_15.0.11_1.png,983,258,5,5
date_27-5-2024_15.0.11_1.png,368,301,5,5
date_30-5-2024_10.0.11_1.png,985,259,5,5
date_30-5-2024_10.0.11_1.png,368,302,5,5
date_10-5-2024_15.0.11_1.png,392,305,5,5
date_10-5-2024_15.0.11_1.png,1007,262,5,5
date_2-5-2024_10.0.10_1.png,903,210,5,5
date_2-5-2024_10.0.10_1.png,287,255,5,5
date_3-5-2024_10.0.11_1.png,903,204,5,5
date_3-5-2024_10.0.11_1.png,288,249,5,5
date_15-5-2024_15.0.11_1.png,332,300,5,5
date_15-5-2024_15.0.11_1.png,947,255,5,5
date_2-6-2024_15.0.10_1.png,972,255,5,5
date_2-6-2024_15.0.10_1.png,356,298,5,5
date_21-5-2024_13.0.11_1.png,333,304,5,5
date_21-5-2024_13.0.11_1.png,949,261,5,5
date_2-5-2024_15.0.10_1.png,902,208,5,5
date_2-5-2024_15.0.10_1.png,287,253,5,5
date_28-5-2024_10.0.11_1.png,985,257,5,5
date_28-5-2024_10.0.11_1.png,369,301,5,5
date_29-5-2024_10.0.10_1.png,982,261,5,5
date_29-5-2024_10.0.10_1.png,366,303,5,5
date_6-6-2024_10.0.11_1.png,363,301,5,5
date_6-6-2024_10.0.11_1.png,979,258,5,5
